notebook,model,region,class,pixels,percentage
10_apply_028_model_to_057,028_on_057,full_transect,sediment,784167,81.82726020535938
10_apply_028_model_to_057,028_on_057,full_transect,rust,53,0.005530511728858836
10_apply_028_model_to_057,028_on_057,full_transect,dark_bomb,5383,0.5617121629518324
10_apply_028_model_to_057,028_on_057,full_transect,dark_pit,125100,13.054094665664914
10_apply_028_model_to_057,028_on_057,full_transect,halo,43617,4.551402454295016
