order,central_frac,baseline_m,tilt_m,center_m,score,rstd,banding,edge_bias,x_slope,rough_B,rough_X
3,0.7,0.4,0.4,0.6,29.506926295273274,0.02168557597970952,27.96402581297222,0.26292879520744245,0.7319362901796265,0.0002053350581887551,0.001435433339793235
3,0.7,0.4,0.4,1.0,29.499931789169537,0.02169996087830606,27.946834248773047,0.2665589126188409,0.7313701406075966,0.0002053350581887551,0.0009636684553697705
